job_title,experience_level,employment_type,company_location,company_size,education_required,years_experience,industry,company_name,monthly_salary,remote_state,SQL,Tableau,Spark,Python,Computer Vision,Deep Learning,Azure,Data Visualization,GCP,Scala,Git,PyTorch,Hadoop,Linux,NLP,TensorFlow,Statistics,R,Mathematics,Kubernetes,Docker,MLOps,AWS,Java
AI Consultant,Senior,Full Time,Norway,Large >250,Associate,8,Gaming,TechCorp Inc,17987.166666666668,No remote,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Researcher,Executive,Freelance,Finland,Small <50,Associate,17,Technology,Machine Intelligence Group,11645.666666666666,Hybrid,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Machine Learning Engineer,Senior,Freelance,Canada,Small <50,Master,8,Education,Future Systems,8832.166666666666,Hybrid,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
Data Scientist,Executive,Contract,Norway,Large >250,Master,19,Transportation,DeepTech Ventures,17886.083333333332,Fully remote,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Consultant,Entry,Full Time,Germany,Small <50,Master,1,Finance,Neural Networks Co,4277.583333333333,Fully remote,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
Robotics Engineer,Senior,Contract,Austria,Medium 50-250,Master,9,Energy,Algorithmic Solutions,7936.833333333333,No remote,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Machine Learning Researcher,Entry,Contract,Switzerland,Small <50,Associate,0,Manufacturing,TechCorp Inc,6452.166666666667,No remote,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Entry,Full Time,Sweden,Large >250,Bachelor,0,Real Estate,Future Systems,6338.416666666667,Fully remote,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Data Scientist,Mid,Part Time,United States,Small <50,Bachelor,2,Energy,DataVision Ltd,9080.666666666666,Hybrid,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0
AI Product Manager,Entry,Part Time,United States,Medium 50-250,Master,0,Technology,Digital Transformation LLC,6408.583333333333,No remote,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
AI Consultant,Mid,Full Time,Israel,Large >250,Master,3,Media,Quantum Computing Inc,5291.416666666667,Fully remote,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AI Research Scientist,Entry,Part Time,Australia,Small <50,PhD,1,Media,Machine Intelligence Group,4703.916666666667,No remote,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Robotics Engineer,Mid,Full Time,Canada,Medium 50-250,PhD,2,Finance,Digital Transformation LLC,6172.25,No remote,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
Data Analyst,Senior,Part Time,China,Medium 50-250,Master,8,Automotive,Future Systems,8760.25,Fully remote,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Machine Learning Researcher,Entry,Freelance,Canada,Medium 50-250,Master,1,Technology,Algorithmic Solutions,5858.166666666667,Hybrid,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Data Analyst,Executive,Contract,United States,Small <50,Associate,12,Energy,DataVision Ltd,17661.166666666668,Hybrid,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
Data Scientist,Executive,Freelance,France,Large >250,PhD,10,Healthcare,Digital Transformation LLC,15418.666666666666,Fully remote,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Computer Vision Engineer,Entry,Part Time,Germany,Small <50,Bachelor,1,Healthcare,Neural Networks Co,5676.25,Fully remote,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Machine Learning Researcher,Mid,Contract,India,Medium 50-250,PhD,2,Government,Algorithmic Solutions,6190.166666666667,No remote,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
Autonomous Systems Engineer,Mid,Freelance,Denmark,Small <50,Master,3,Manufacturing,Algorithmic Solutions,7499.0,Fully remote,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NLP Engineer,Mid,Freelance,France,Small <50,PhD,2,Finance,AI Innovations,5907.25,Hybrid,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
AI Research Scientist,Mid,Full Time,Austria,Medium 50-250,PhD,3,Consulting,Future Systems,5933.0,Fully remote,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
AI Specialist,Entry,Contract,South Korea,Small <50,Bachelor,1,Government,Algorithmic Solutions,3828.8333333333335,Hybrid,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AI Specialist,Entry,Contract,Sweden,Large >250,Associate,1,Consulting,DeepTech Ventures,5290.833333333333,No remote,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Research Scientist,Executive,Contract,Austria,Large >250,Bachelor,19,Education,Predictive Systems,10878.666666666666,No remote,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
AI Specialist,Senior,Freelance,Singapore,Small <50,PhD,8,Manufacturing,Cloud AI Solutions,9600.583333333334,No remote,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Scientist,Senior,Full Time,Finland,Small <50,PhD,6,Energy,Advanced Robotics,5950.833333333333,No remote,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ML Ops Engineer,Senior,Part Time,South Korea,Medium 50-250,Bachelor,7,Manufacturing,Cognitive Computing,8635.25,Fully remote,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Autonomous Systems Engineer,Mid,Part Time,India,Medium 50-250,Master,3,Technology,DeepTech Ventures,6468.833333333333,Hybrid,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Analyst,Mid,Full Time,Israel,Small <50,PhD,4,Manufacturing,AI Innovations,5345.416666666667,Hybrid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Robotics Engineer,Executive,Full Time,Austria,Small <50,Associate,19,Retail,Predictive Systems,11366.5,No remote,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Robotics Engineer,Entry,Contract,Germany,Large >250,Associate,0,Retail,TechCorp Inc,5399.833333333333,Hybrid,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Data Scientist,Executive,Part Time,Switzerland,Large >250,PhD,11,Manufacturing,AI Innovations,21721.166666666668,No remote,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
AI Architect,Mid,Freelance,Israel,Small <50,Bachelor,4,Real Estate,Future Systems,5707.0,Fully remote,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
AI Architect,Entry,Part Time,Israel,Small <50,Associate,0,Healthcare,Cognitive Computing,4160.75,Hybrid,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Autonomous Systems Engineer,Mid,Contract,Denmark,Large >250,Bachelor,4,Government,TechCorp Inc,12280.333333333334,No remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Data Scientist,Entry,Contract,Netherlands,Large >250,PhD,1,Media,Machine Intelligence Group,7509.25,Fully remote,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ML Ops Engineer,Entry,Contract,Sweden,Large >250,PhD,1,Real Estate,Smart Analytics,5607.666666666667,Fully remote,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
AI Research Scientist,Mid,Contract,South Korea,Medium 50-250,Bachelor,3,Healthcare,Neural Networks Co,6307.583333333333,Fully remote,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,Senior,Contract,Canada,Small <50,PhD,9,Automotive,DeepTech Ventures,9477.25,Hybrid,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AI Product Manager,Executive,Full Time,Finland,Small <50,Bachelor,12,Retail,Advanced Robotics,12898.916666666666,No remote,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Data Analyst,Executive,Freelance,United Kingdom,Medium 50-250,Associate,16,Government,AI Innovations,14248.666666666666,No remote,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
AI Product Manager,Entry,Full Time,Singapore,Small <50,Associate,1,Media,Digital Transformation LLC,6277.666666666667,Fully remote,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
AI Software Engineer,Entry,Full Time,Canada,Large >250,Master,0,Automotive,AI Innovations,6163.0,No remote,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Machine Learning Researcher,Senior,Contract,Israel,Small <50,Master,9,Retail,Cognitive Computing,7559.0,No remote,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Robotics Engineer,Executive,Freelance,Australia,Small <50,Associate,13,Healthcare,Predictive Systems,10658.75,Fully remote,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AI Consultant,Senior,Part Time,Austria,Medium 50-250,Master,7,Media,Cognitive Computing,7389.583333333333,Fully remote,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Data Engineer,Entry,Full Time,Netherlands,Medium 50-250,Bachelor,1,Media,Cloud AI Solutions,5006.166666666667,No remote,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Software Engineer,Entry,Freelance,Israel,Medium 50-250,Bachelor,1,Retail,Cloud AI Solutions,4123.583333333333,No remote,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Specialist,Senior,Full Time,Sweden,Small <50,Associate,8,Consulting,Neural Networks Co,9713.0,Fully remote,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
AI Research Scientist,Entry,Freelance,India,Large >250,Bachelor,1,Manufacturing,DeepTech Ventures,4331.25,Fully remote,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Deep Learning Engineer,Mid,Full Time,Singapore,Medium 50-250,Master,2,Finance,Future Systems,8555.916666666666,No remote,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Machine Learning Researcher,Entry,Full Time,Norway,Medium 50-250,Bachelor,1,Manufacturing,Machine Intelligence Group,6801.0,Hybrid,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
Data Analyst,Mid,Contract,Denmark,Small <50,Associate,2,Telecommunications,Quantum Computing Inc,8218.833333333334,No remote,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Autonomous Systems Engineer,Senior,Contract,Finland,Small <50,Master,9,Consulting,AI Innovations,6929.916666666667,No remote,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Principal Data Scientist,Executive,Full Time,Ireland,Small <50,Associate,12,Consulting,DeepTech Ventures,12097.5,No remote,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Data Analyst,Senior,Part Time,Finland,Medium 50-250,PhD,9,Consulting,Digital Transformation LLC,6528.166666666667,Fully remote,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
AI Specialist,Executive,Full Time,Norway,Small <50,Bachelor,16,Transportation,Machine Intelligence Group,16054.833333333334,No remote,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Data Scientist,Entry,Part Time,Netherlands,Small <50,Master,0,Media,AI Innovations,5184.916666666667,Hybrid,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AI Software Engineer,Entry,Full Time,India,Medium 50-250,Associate,0,Manufacturing,Quantum Computing Inc,4168.083333333333,Hybrid,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
AI Architect,Senior,Full Time,Israel,Medium 50-250,Master,5,Gaming,AI Innovations,7138.666666666667,Hybrid,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Computer Vision Engineer,Executive,Full Time,South Korea,Large >250,Bachelor,19,Media,Machine Intelligence Group,10391.166666666666,No remote,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
NLP Engineer,Executive,Part Time,Canada,Large >250,Associate,19,Real Estate,Digital Transformation LLC,15261.666666666666,No remote,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
Machine Learning Researcher,Entry,Contract,Netherlands,Large >250,Associate,1,Technology,Quantum Computing Inc,7805.5,No remote,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Software Engineer,Senior,Full Time,Netherlands,Large >250,Bachelor,8,Consulting,TechCorp Inc,12503.583333333334,No remote,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Machine Learning Researcher,Entry,Full Time,Sweden,Large >250,Bachelor,1,Finance,AI Innovations,7719.833333333333,Hybrid,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
Machine Learning Researcher,Senior,Contract,Germany,Large >250,Bachelor,7,Technology,Digital Transformation LLC,14639.75,No remote,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AI Specialist,Executive,Full Time,Austria,Small <50,Master,15,Finance,Machine Intelligence Group,11054.666666666666,Hybrid,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML Ops Engineer,Entry,Full Time,India,Small <50,Master,0,Technology,DataVision Ltd,3815.5,No remote,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
AI Software Engineer,Executive,Full Time,Finland,Large >250,Associate,13,Finance,Autonomous Tech,15364.916666666666,No remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1
AI Consultant,Mid,Part Time,Denmark,Medium 50-250,PhD,2,Transportation,Autonomous Tech,8299.75,No remote,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
Principal Data Scientist,Entry,Part Time,Norway,Large >250,Associate,0,Finance,Machine Intelligence Group,8677.416666666666,Fully remote,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Machine Learning Researcher,Senior,Full Time,Singapore,Small <50,Bachelor,9,Energy,DataVision Ltd,8274.583333333334,Hybrid,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Software Engineer,Mid,Freelance,Germany,Large >250,Associate,4,Manufacturing,TechCorp Inc,8985.333333333334,Hybrid,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
AI Specialist,Executive,Contract,Ireland,Large >250,Bachelor,11,Finance,AI Innovations,16953.333333333332,Hybrid,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Data Engineer,Executive,Freelance,Ireland,Large >250,Master,19,Automotive,DataVision Ltd,12923.833333333334,Hybrid,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AI Specialist,Senior,Full Time,Israel,Large >250,PhD,6,Telecommunications,Predictive Systems,7197.5,Fully remote,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Deep Learning Engineer,Mid,Full Time,Austria,Large >250,Associate,3,Telecommunications,Predictive Systems,6457.083333333333,No remote,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AI Specialist,Executive,Contract,United Kingdom,Large >250,PhD,14,Automotive,Neural Networks Co,23282.75,Hybrid,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
AI Consultant,Entry,Freelance,Norway,Medium 50-250,Bachelor,0,Government,Machine Intelligence Group,7999.25,Hybrid,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Machine Learning Researcher,Mid,Part Time,Netherlands,Small <50,Bachelor,4,Media,Algorithmic Solutions,8365.416666666666,Hybrid,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Executive,Full Time,Norway,Large >250,Master,18,Retail,Algorithmic Solutions,25725.5,No remote,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AI Research Scientist,Senior,Full Time,Japan,Medium 50-250,Associate,5,Consulting,Cognitive Computing,6046.25,Fully remote,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
NLP Engineer,Entry,Full Time,Sweden,Large >250,Bachelor,1,Retail,Autonomous Tech,7660.666666666667,No remote,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Robotics Engineer,Entry,Full Time,Ireland,Large >250,Associate,1,Technology,Autonomous Tech,5295.333333333333,Hybrid,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
AI Architect,Senior,Full Time,Austria,Medium 50-250,Master,7,Consulting,Cognitive Computing,6389.75,Hybrid,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Research Scientist,Mid,Part Time,United Kingdom,Small <50,Master,3,Healthcare,Neural Networks Co,5901.166666666667,Hybrid,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
AI Product Manager,Entry,Full Time,Sweden,Medium 50-250,Bachelor,1,Technology,Quantum Computing Inc,5668.25,No remote,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ML Ops Engineer,Senior,Contract,China,Medium 50-250,Master,5,Retail,Quantum Computing Inc,7178.083333333333,Hybrid,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Machine Learning Researcher,Executive,Full Time,Singapore,Small <50,PhD,13,Retail,Autonomous Tech,14148.166666666666,No remote,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Head of AI,Senior,Part Time,Ireland,Large >250,Bachelor,5,Energy,Algorithmic Solutions,7879.75,Fully remote,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,Mid,Freelance,France,Small <50,Bachelor,2,Real Estate,Predictive Systems,7556.5,Hybrid,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AI Product Manager,Entry,Full Time,India,Small <50,Associate,1,Education,Quantum Computing Inc,3639.0,Hybrid,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Robotics Engineer,Executive,Freelance,France,Medium 50-250,Bachelor,15,Transportation,Quantum Computing Inc,15837.583333333334,Fully remote,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
Deep Learning Engineer,Executive,Freelance,Switzerland,Medium 50-250,PhD,17,Media,AI Innovations,20361.166666666668,Fully remote,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deep Learning Engineer,Mid,Full Time,Germany,Small <50,PhD,4,Real Estate,DeepTech Ventures,8259.583333333334,No remote,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
AI Specialist,Executive,Full Time,Canada,Large >250,Associate,17,Technology,Neural Networks Co,13685.75,Hybrid,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Data Analyst,Executive,Freelance,Switzerland,Medium 50-250,Bachelor,18,Government,TechCorp Inc,17978.75,Fully remote,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AI Consultant,Entry,Part Time,Netherlands,Large >250,PhD,1,Finance,Cloud AI Solutions,5848.25,Fully remote,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NLP Engineer,Senior,Contract,Switzerland,Small <50,Bachelor,6,Automotive,Algorithmic Solutions,15190.166666666666,Hybrid,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Head of AI,Senior,Part Time,United Kingdom,Small <50,PhD,8,Finance,DeepTech Ventures,9520.166666666666,No remote,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Machine Learning Engineer,Entry,Contract,Ireland,Medium 50-250,Bachelor,0,Automotive,Future Systems,3411.1666666666665,Hybrid,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
AI Architect,Senior,Part Time,Ireland,Small <50,Associate,6,Manufacturing,Smart Analytics,6108.916666666667,Fully remote,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AI Product Manager,Executive,Freelance,Ireland,Large >250,Associate,11,Manufacturing,Autonomous Tech,16448.416666666668,Fully remote,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
AI Architect,Executive,Freelance,India,Small <50,Master,15,Healthcare,Quantum Computing Inc,11042.583333333334,No remote,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Robotics Engineer,Senior,Full Time,China,Medium 50-250,Bachelor,8,Government,Quantum Computing Inc,8267.416666666666,Fully remote,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1
NLP Engineer,Senior,Part Time,Israel,Large >250,PhD,7,Retail,Quantum Computing Inc,10319.25,Hybrid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Machine Learning Researcher,Executive,Part Time,Ireland,Medium 50-250,Master,11,Healthcare,Cognitive Computing,11134.25,No remote,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
AI Software Engineer,Entry,Full Time,Switzerland,Small <50,Bachelor,1,Finance,Future Systems,7314.666666666667,Fully remote,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AI Consultant,Entry,Contract,Germany,Medium 50-250,Associate,1,Technology,Neural Networks Co,5404.75,Hybrid,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Analyst,Executive,Full Time,France,Large >250,Master,10,Energy,Machine Intelligence Group,16741.916666666668,No remote,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
AI Software Engineer,Senior,Freelance,Canada,Small <50,Associate,7,Energy,Algorithmic Solutions,8334.333333333334,No remote,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
Data Analyst,Mid,Contract,Japan,Large >250,Bachelor,2,Government,DataVision Ltd,5752.75,Hybrid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
ML Ops Engineer,Senior,Freelance,Japan,Large >250,Associate,7,Telecommunications,Advanced Robotics,7013.666666666667,Fully remote,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Computer Vision Engineer,Mid,Full Time,Finland,Small <50,Associate,2,Manufacturing,AI Innovations,4909.25,Fully remote,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Autonomous Systems Engineer,Entry,Full Time,Australia,Medium 50-250,Bachelor,1,Consulting,Neural Networks Co,4280.583333333333,Hybrid,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Head of AI,Senior,Full Time,Ireland,Medium 50-250,Master,6,Finance,Neural Networks Co,8025.416666666667,Hybrid,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Computer Vision Engineer,Senior,Full Time,Sweden,Small <50,PhD,9,Energy,AI Innovations,8899.666666666666,No remote,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
AI Architect,Entry,Part Time,Norway,Small <50,PhD,0,Education,Predictive Systems,6583.083333333333,Hybrid,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Deep Learning Engineer,Senior,Part Time,Austria,Medium 50-250,Bachelor,9,Technology,Autonomous Tech,7885.666666666667,Fully remote,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
Head of AI,Entry,Part Time,Switzerland,Large >250,PhD,1,Telecommunications,Neural Networks Co,7212.083333333333,Hybrid,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
NLP Engineer,Mid,Contract,Norway,Small <50,Bachelor,4,Media,Predictive Systems,10066.166666666666,Fully remote,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ML Ops Engineer,Senior,Part Time,Japan,Medium 50-250,Master,8,Media,Future Systems,6668.333333333333,Hybrid,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Autonomous Systems Engineer,Senior,Part Time,United Kingdom,Large >250,Master,9,Healthcare,Predictive Systems,10433.25,Fully remote,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Computer Vision Engineer,Senior,Part Time,Norway,Medium 50-250,PhD,8,Manufacturing,DeepTech Ventures,11155.416666666666,No remote,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
AI Architect,Entry,Full Time,United Kingdom,Small <50,Associate,1,Government,Cognitive Computing,5513.0,No remote,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
AI Specialist,Mid,Freelance,Canada,Large >250,Master,2,Finance,Digital Transformation LLC,9417.5,No remote,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
